Iris-versicolor,"{'prior': '0.36', 'mean': [5.91, 2.76, 4.3, 1.34], 'var': [0.27, 0.1, 0.25, 0.04]}"
Iris-virginica,"{'prior': '0.32', 'mean': [6.53, 2.98, 5.54, 2.01], 'var': [0.34, 0.1, 0.24, 0.09]}"
Iris-setosa,"{'prior': '0.32', 'mean': [5.01, 3.44, 1.45, 0.23], 'var': [0.15, 0.18, 0.03, 0.01]}"
